Time(s)	V(m/s)	xb(m)	xt(m)
551.510	11.527	0.577	0.228
551.520	11.565	0.579	0.227
551.530	11.586	0.582	0.225
551.540	11.592	0.585	0.224
551.550	11.585	0.588	0.223
551.560	11.569	0.592	0.222
551.570	11.549	0.595	0.221
551.580	11.527	0.598	0.220
551.590	11.507	0.602	0.219
551.600	11.493	0.605	0.219
551.610	11.487	0.608	0.218
551.620	11.491	0.612	0.217
551.630	11.504	0.615	0.216
551.640	11.527	0.619	0.215
551.650	11.559	0.623	0.214
551.660	11.599	0.626	0.214
551.670	11.646	0.630	0.213
551.680	11.697	0.633	0.212
551.690	11.753	0.637	0.212
551.700	11.812	0.640	0.211
551.710	11.873	0.644	0.211
551.720	11.935	0.647	0.210
551.730	11.997	0.651	0.209
551.740	12.059	0.655	0.209
551.750	12.118	0.658	0.209
551.760	12.175	0.662	0.208
551.770	12.226	0.666	0.208
551.780	12.272	0.670	0.208
551.790	12.309	0.674	0.207
551.800	12.337	0.678	0.207
551.810	12.355	0.682	0.207
551.820	12.361	0.686	0.207
551.830	12.357	0.689	0.207
551.840	12.342	0.693	0.207
551.850	12.318	0.697	0.207
551.860	12.287	0.701	0.207
551.870	12.253	0.705	0.207
551.880	12.217	0.709	0.207
551.890	12.183	0.713	0.207
551.900	12.153	0.717	0.207
551.910	12.131	0.721	0.207
551.920	12.118	0.725	0.208
551.930	12.115	0.728	0.208
551.940	12.121	0.732	0.208
551.950	12.137	0.735	0.209
551.960	12.160	0.739	0.209
551.970	12.189	0.742	0.210
551.980	12.221	0.745	0.210
551.990	12.254	0.748	0.211
552.000	12.286	0.751	0.212
552.010	12.315	0.754	0.213
552.020	12.341	0.757	0.213
552.030	12.362	0.760	0.214
552.040	12.378	0.762	0.215
552.050	12.391	0.765	0.216
552.060	12.402	0.768	0.217
552.070	12.412	0.770	0.218
552.080	12.421	0.772	0.219
552.090	12.432	0.775	0.220
552.100	12.444	0.777	0.221
552.110	12.458	0.779	0.223
552.120	12.473	0.781	0.224
552.130	12.489	0.783	0.225
552.140	12.504	0.785	0.227
552.150	12.519	0.786	0.228
552.160	12.531	0.788	0.230
552.170	12.540	0.790	0.231
552.180	12.545	0.791	0.233
552.190	12.548	0.792	0.235
552.200	12.547	0.794	0.236
552.210	12.545	0.795	0.238
552.220	12.541	0.796	0.240
552.230	12.537	0.797	0.242
552.240	12.534	0.798	0.244
552.250	12.531	0.799	0.246
552.260	12.529	0.800	0.247
552.270	12.526	0.800	0.250
552.280	12.523	0.801	0.252
552.290	12.517	0.801	0.254
552.300	12.506	0.802	0.256
552.310	12.490	0.802	0.258
552.320	12.465	0.802	0.260
552.330	12.433	0.803	0.263
552.340	12.392	0.803	0.265
552.350	12.344	0.802	0.268
552.360	12.291	0.802	0.270
552.370	12.234	0.802	0.272
552.380	12.179	0.801	0.275
552.390	12.127	0.801	0.278
552.400	12.084	0.800	0.280
552.410	12.051	0.799	0.283
552.420	12.030	0.798	0.285
552.430	12.024	0.797	0.288
552.440	12.032	0.796	0.291
552.450	12.053	0.795	0.294
552.460	12.083	0.793	0.296
552.470	12.120	0.791	0.299
552.480	12.158	0.790	0.302
552.490	12.194	0.788	0.305
552.500	12.224	0.786	0.308
552.510	12.243	0.784	0.311
552.520	12.250	0.782	0.314
552.530	12.244	0.780	0.317
552.540	12.225	0.777	0.320
552.550	12.195	0.775	0.323
552.560	12.156	0.773	0.326
552.570	12.113	0.771	0.329
552.580	12.069	0.768	0.332
552.590	12.029	0.766	0.336
552.600	11.994	0.763	0.339
552.610	11.968	0.760	0.342
552.620	11.950	0.758	0.345
552.630	11.941	0.755	0.348
552.640	11.937	0.752	0.352
552.650	11.937	0.750	0.355
552.660	11.935	0.747	0.358
552.670	11.929	0.744	0.361
552.680	11.914	0.741	0.365
552.690	11.888	0.738	0.368
552.700	11.849	0.735	0.371
552.710	11.797	0.732	0.374
552.720	11.733	0.729	0.378
552.730	11.662	0.726	0.381
552.740	11.588	0.723	0.384
552.750	11.516	0.719	0.387
552.760	11.452	0.716	0.391
552.770	11.402	0.713	0.394
552.780	11.371	0.710	0.397
552.790	11.363	0.706	0.400
552.800	11.378	0.703	0.404
552.810	11.416	0.699	0.407
552.820	11.476	0.696	0.410
552.830	11.551	0.692	0.413
552.840	11.637	0.689	0.417
552.850	11.726	0.685	0.420
552.860	11.812	0.682	0.423
552.870	11.887	0.678	0.426
552.880	11.945	0.675	0.429
552.890	11.983	0.672	0.432
552.900	11.997	0.669	0.435
552.910	11.987	0.666	0.438
552.920	11.954	0.663	0.441
552.930	11.901	0.661	0.444
552.940	11.834	0.658	0.447
552.950	11.757	0.655	0.450
552.960	11.677	0.653	0.453
552.970	11.600	0.651	0.456
552.980	11.530	0.648	0.459
552.990	11.472	0.646	0.462
553.000	11.428	0.644	0.464
553.010	11.399	0.642	0.467
553.020	11.385	0.640	0.470
553.030	11.384	0.638	0.472
553.040	11.394	0.636	0.475
553.050	11.412	0.635	0.478
553.060	11.433	0.633	0.480
553.070	11.455	0.631	0.483
553.080	11.475	0.630	0.485
553.090	11.490	0.628	0.488
553.100	11.499	0.627	0.490
553.110	11.501	0.626	0.492
553.120	11.498	0.625	0.495
553.130	11.488	0.623	0.497
553.140	11.473	0.623	0.499
553.150	11.455	0.622	0.501
553.160	11.433	0.621	0.503
553.170	11.409	0.620	0.505
553.180	11.384	0.620	0.507
553.190	11.357	0.619	0.509
553.200	11.329	0.619	0.511
553.210	11.298	0.618	0.513
553.220	11.265	0.618	0.515
553.230	11.230	0.618	0.516
553.240	11.192	0.618	0.518
553.250	11.152	0.618	0.520
553.260	11.111	0.618	0.521
553.270	11.070	0.618	0.523
553.280	11.029	0.618	0.524
553.290	10.990	0.618	0.525
553.300	10.954	0.618	0.527
553.310	10.923	0.619	0.528
553.320	10.897	0.619	0.529
553.330	10.875	0.619	0.530
553.340	10.858	0.619	0.531
553.350	10.845	0.620	0.533
553.360	10.835	0.620	0.533
553.370	10.825	0.620	0.534
553.380	10.815	0.621	0.535
553.390	10.804	0.621	0.536
553.400	10.790	0.621	0.537
553.410	10.773	0.622	0.538
553.420	10.754	0.622	0.538
553.430	10.733	0.622	0.539
553.440	10.711	0.623	0.539
553.450	10.691	0.623	0.540
553.460	10.674	0.624	0.540
553.470	10.662	0.624	0.540
553.480	10.656	0.624	0.541
553.490	10.658	0.625	0.541
553.500	10.667	0.625	0.541
553.510	10.683	0.625	0.541
553.520	10.704	0.626	0.541
553.530	10.728	0.626	0.541
553.540	10.753	0.626	0.541
553.550	10.776	0.626	0.541
553.560	10.794	0.627	0.541
553.570	10.804	0.627	0.540
553.580	10.805	0.628	0.540
553.590	10.796	0.628	0.540
553.600	10.777	0.628	0.539
553.610	10.750	0.629	0.539
553.620	10.716	0.629	0.538
553.630	10.679	0.630	0.538
553.640	10.642	0.630	0.537
553.650	10.609	0.630	0.536
553.660	10.583	0.631	0.535
553.670	10.568	0.631	0.535
553.680	10.564	0.632	0.534
553.690	10.574	0.632	0.533
553.700	10.596	0.632	0.532
553.710	10.631	0.633	0.531
553.720	10.674	0.633	0.530
553.730	10.724	0.633	0.528
553.740	10.776	0.634	0.527
553.750	10.826	0.634	0.526
553.760	10.870	0.634	0.524
553.770	10.905	0.635	0.523
553.780	10.927	0.635	0.522
553.790	10.936	0.636	0.520
553.800	10.931	0.636	0.519
553.810	10.911	0.637	0.517
553.820	10.878	0.637	0.515
553.830	10.835	0.638	0.514
553.840	10.784	0.638	0.512
553.850	10.728	0.639	0.510
553.860	10.673	0.639	0.508
553.870	10.619	0.640	0.506
553.880	10.572	0.641	0.504
553.890	10.533	0.641	0.502
553.900	10.505	0.642	0.500
553.910	10.488	0.642	0.498
553.920	10.482	0.642	0.496
553.930	10.489	0.643	0.494
553.940	10.505	0.643	0.492
553.950	10.530	0.643	0.489
553.960	10.562	0.644	0.487
553.970	10.598	0.644	0.485
553.980	10.635	0.644	0.482
553.990	10.672	0.644	0.480
554.000	10.706	0.645	0.477
554.010	10.734	0.645	0.475
554.020	10.757	0.645	0.472
554.030	10.772	0.645	0.470
554.040	10.780	0.645	0.467
554.050	10.781	0.646	0.464
554.060	10.776	0.646	0.462
554.070	10.766	0.646	0.459
554.080	10.754	0.646	0.456
554.090	10.741	0.646	0.453
554.100	10.730	0.646	0.451
554.110	10.723	0.647	0.448
554.120	10.722	0.647	0.445
554.130	10.729	0.647	0.442
554.140	10.743	0.647	0.439
554.150	10.766	0.647	0.436
554.160	10.795	0.647	0.433
554.170	10.831	0.648	0.430
554.180	10.869	0.648	0.427
554.190	10.907	0.648	0.424
554.200	10.942	0.648	0.421
554.210	10.970	0.648	0.418
554.220	10.989	0.649	0.414
554.230	10.997	0.649	0.411
554.240	10.990	0.649	0.408
554.250	10.970	0.649	0.405
554.260	10.936	0.650	0.402
554.270	10.891	0.650	0.398
554.280	10.838	0.650	0.395
554.290	10.780	0.651	0.392
554.300	10.721	0.651	0.389
554.310	10.667	0.651	0.385
554.320	10.621	0.651	0.382
554.330	10.589	0.651	0.379
554.340	10.572	0.651	0.375
554.350	10.573	0.651	0.372
554.360	10.592	0.652	0.369
554.370	10.628	0.652	0.365
554.380	10.680	0.651	0.362
554.390	10.744	0.651	0.358
554.400	10.817	0.651	0.355
554.410	10.893	0.651	0.352
554.420	10.967	0.651	0.348
554.430	11.036	0.651	0.345
554.440	11.095	0.651	0.342
554.450	11.142	0.651	0.338
554.460	11.173	0.651	0.335
554.470	11.189	0.651	0.331
554.480	11.190	0.651	0.328
554.490	11.176	0.651	0.325
554.500	11.151	0.651	0.321
554.510	11.118	0.651	0.318
554.520	11.079	0.651	0.315
554.530	11.039	0.651	0.311
554.540	11.002	0.651	0.308
554.550	10.970	0.652	0.304
554.560	10.947	0.652	0.301
554.570	10.935	0.652	0.298
554.580	10.935	0.652	0.295
554.590	10.948	0.652	0.291
554.600	10.975	0.652	0.288
554.610	11.015	0.652	0.285
554.620	11.067	0.652	0.281
554.630	11.129	0.652	0.278
554.640	11.198	0.653	0.275
554.650	11.273	0.653	0.272
554.660	11.350	0.653	0.269
554.670	11.426	0.653	0.265
554.680	11.498	0.653	0.262
554.690	11.563	0.654	0.259
554.700	11.617	0.654	0.256
554.710	11.659	0.654	0.253
554.720	11.687	0.655	0.250
554.730	11.699	0.655	0.247
554.740	11.695	0.656	0.244
554.750	11.676	0.657	0.241
554.760	11.643	0.657	0.238
554.770	11.599	0.658	0.235
554.780	11.548	0.659	0.232
554.790	11.493	0.660	0.230
554.800	11.438	0.661	0.227
554.810	11.388	0.662	0.224
554.820	11.345	0.663	0.221
554.830	11.314	0.664	0.219
554.840	11.296	0.665	0.216
554.850	11.292	0.665	0.213
554.860	11.300	0.666	0.211
554.870	11.321	0.667	0.208
554.880	11.350	0.668	0.206
554.890	11.384	0.669	0.203
554.900	11.420	0.670	0.201
554.910	11.452	0.670	0.198
554.920	11.477	0.671	0.196
554.930	11.493	0.672	0.194
554.940	11.496	0.672	0.191
554.950	11.487	0.673	0.189
554.960	11.465	0.674	0.187
554.970	11.434	0.674	0.185
554.980	11.395	0.675	0.183
554.990	11.354	0.676	0.181
555.000	11.314	0.676	0.179
555.010	11.279	0.677	0.177
555.020	11.254	0.677	0.175
555.030	11.241	0.677	0.173
555.040	11.242	0.678	0.171
555.050	11.257	0.678	0.170
555.060	11.285	0.678	0.168
555.070	11.324	0.678	0.166
555.080	11.371	0.678	0.165
555.090	11.421	0.678	0.163
555.100	11.470	0.678	0.162
555.110	11.514	0.678	0.160
555.120	11.549	0.678	0.159
555.130	11.574	0.678	0.158
555.140	11.587	0.678	0.156
555.150	11.588	0.678	0.155
555.160	11.579	0.677	0.154
555.170	11.562	0.677	0.153
555.180	11.541	0.677	0.152
555.190	11.520	0.677	0.151
555.200	11.502	0.676	0.150
555.210	11.491	0.676	0.149
555.220	11.490	0.676	0.148
555.230	11.501	0.675	0.148
555.240	11.524	0.675	0.147
555.250	11.559	0.674	0.146
555.260	11.605	0.674	0.146
555.270	11.658	0.673	0.145
555.280	11.717	0.673	0.145
555.290	11.777	0.672	0.144
555.300	11.835	0.672	0.144
555.310	11.889	0.671	0.144
555.320	11.936	0.671	0.143
555.330	11.975	0.670	0.143
555.340	12.007	0.670	0.143
555.350	12.031	0.670	0.143
555.360	12.049	0.669	0.143
555.370	12.063	0.669	0.143
555.380	12.075	0.669	0.143
555.390	12.088	0.669	0.143
555.400	12.103	0.669	0.143
555.410	12.121	0.669	0.144
555.420	12.143	0.669	0.144
555.430	12.170	0.669	0.145
555.440	12.199	0.669	0.145
555.450	12.231	0.669	0.145
555.460	12.262	0.669	0.146
555.470	12.291	0.670	0.147
555.480	12.316	0.670	0.147
555.490	12.334	0.670	0.148
555.500	12.343	0.671	0.149
555.510	12.343	0.672	0.150
555.520	12.332	0.672	0.151
555.530	12.312	0.673	0.152
555.540	12.282	0.674	0.153
555.550	12.244	0.674	0.154
555.560	12.199	0.675	0.155
555.570	12.150	0.676	0.156
555.580	12.098	0.677	0.157
555.590	12.045	0.678	0.158
555.600	11.992	0.679	0.160
555.610	11.942	0.680	0.161
555.620	11.895	0.681	0.163
555.630	11.852	0.682	0.164
555.640	11.814	0.683	0.166
555.650	11.782	0.683	0.167
555.660	11.757	0.684	0.169
555.670	11.737	0.685	0.171
555.680	11.725	0.685	0.172
555.690	11.719	0.686	0.174
555.700	11.722	0.686	0.176
555.710	11.732	0.687	0.178
555.720	11.751	0.687	0.180
555.730	11.778	0.687	0.182
555.740	11.813	0.688	0.184
555.750	11.855	0.688	0.186
555.760	11.904	0.688	0.188
555.770	11.958	0.688	0.191
555.780	12.015	0.688	0.193
555.790	12.074	0.688	0.195
555.800	12.132	0.688	0.197
555.810	12.186	0.688	0.200
555.820	12.235	0.688	0.202
555.830	12.277	0.689	0.205
555.840	12.310	0.689	0.207
555.850	12.333	0.689	0.210
555.860	12.346	0.689	0.212
555.870	12.349	0.689	0.215
555.880	12.343	0.690	0.218
555.890	12.330	0.690	0.221
555.900	12.311	0.690	0.223
555.910	12.289	0.690	0.226
555.920	12.266	0.691	0.229
555.930	12.244	0.691	0.232
555.940	12.226	0.692	0.235
555.950	12.214	0.692	0.238
555.960	12.209	0.693	0.241
555.970	12.210	0.693	0.244
555.980	12.219	0.694	0.247
555.990	12.234	0.694	0.250
556.000	12.255	0.695	0.253
556.010	12.278	0.695	0.256
556.020	12.303	0.695	0.259
556.030	12.327	0.696	0.262
556.040	12.349	0.697	0.266
556.050	12.368	0.697	0.269
556.060	12.381	0.698	0.272
556.070	12.390	0.698	0.275
556.080	12.393	0.699	0.279
556.090	12.393	0.700	0.282
556.100	12.389	0.700	0.285
556.110	12.385	0.701	0.289
556.120	12.382	0.702	0.292
556.130	12.381	0.702	0.296
556.140	12.385	0.703	0.299
556.150	12.394	0.704	0.303
556.160	12.410	0.705	0.306
556.170	12.432	0.706	0.310
556.180	12.459	0.707	0.313
556.190	12.491	0.708	0.317
556.200	12.526	0.709	0.320
556.210	12.561	0.710	0.324
556.220	12.596	0.711	0.327
556.230	12.626	0.712	0.331
556.240	12.652	0.713	0.335
556.250	12.671	0.714	0.338
556.260	12.683	0.715	0.342
556.270	12.688	0.716	0.345
556.280	12.687	0.718	0.349
556.290	12.681	0.719	0.353
556.300	12.672	0.721	0.356
556.310	12.660	0.722	0.360
556.320	12.649	0.724	0.364
556.330	12.640	0.725	0.367
556.340	12.634	0.727	0.371
556.350	12.631	0.728	0.375
556.360	12.632	0.730	0.378
556.370	12.635	0.732	0.382
556.380	12.640	0.733	0.386
556.390	12.646	0.735	0.389
556.400	12.650	0.737	0.393
556.410	12.651	0.739	0.397
556.420	12.648	0.741	0.400
556.430	12.639	0.742	0.404
556.440	12.624	0.744	0.408
556.450	12.604	0.746	0.411
556.460	12.579	0.748	0.415
556.470	12.552	0.750	0.419
556.480	12.524	0.752	0.422
556.490	12.499	0.753	0.426
556.500	12.477	0.755	0.429
556.510	12.462	0.757	0.433
556.520	12.456	0.759	0.437
556.530	12.458	0.760	0.440
556.540	12.470	0.762	0.444
556.550	12.492	0.764	0.447
556.560	12.521	0.765	0.451
556.570	12.556	0.767	0.454
556.580	12.595	0.769	0.458
556.590	12.635	0.770	0.461
556.600	12.675	0.772	0.465
556.610	12.711	0.773	0.468
556.620	12.743	0.775	0.472
556.630	12.769	0.776	0.475
556.640	12.789	0.778	0.479
556.650	12.803	0.779	0.482
556.660	12.812	0.781	0.485
556.670	12.816	0.782	0.489
556.680	12.817	0.784	0.492
556.690	12.816	0.786	0.495
556.700	12.813	0.787	0.498
556.710	12.810	0.789	0.502
556.720	12.806	0.791	0.505
556.730	12.802	0.792	0.508
556.740	12.797	0.794	0.511
556.750	12.791	0.796	0.514
556.760	12.782	0.797	0.517
556.770	12.770	0.799	0.521
556.780	12.755	0.801	0.524
556.790	12.736	0.802	0.527
556.800	12.714	0.804	0.530
556.810	12.689	0.806	0.533
556.820	12.663	0.807	0.535
556.830	12.637	0.809	0.538
556.840	12.613	0.810	0.541
556.850	12.592	0.812	0.544
556.860	12.575	0.813	0.547
556.870	12.563	0.815	0.550
556.880	12.556	0.816	0.552
556.890	12.555	0.818	0.555
556.900	12.557	0.819	0.558
556.910	12.563	0.820	0.560
556.920	12.569	0.821	0.563
556.930	12.574	0.823	0.565
556.940	12.577	0.824	0.568
556.950	12.576	0.825	0.570
556.960	12.570	0.826	0.573
556.970	12.558	0.827	0.575
556.980	12.542	0.828	0.578
556.990	12.521	0.828	0.580
557.000	12.497	0.829	0.582
557.010	12.473	0.830	0.584
557.020	12.451	0.831	0.587
557.030	12.433	0.831	0.589
557.040	12.421	0.832	0.591
557.050	12.417	0.832	0.593
557.060	12.421	0.833	0.595
557.070	12.434	0.833	0.597
557.080	12.455	0.833	0.599
557.090	12.483	0.834	0.601
557.100	12.516	0.834	0.602
557.110	12.552	0.834	0.604
557.120	12.588	0.834	0.606
557.130	12.622	0.835	0.608
557.140	12.652	0.835	0.609
557.150	12.676	0.835	0.611
557.160	12.694	0.835	0.612
557.170	12.705	0.835	0.614
557.180	12.709	0.835	0.615
557.190	12.706	0.836	0.617
557.200	12.699	0.836	0.618
557.210	12.688	0.836	0.619
557.220	12.674	0.836	0.621
557.230	12.659	0.836	0.622
557.240	12.645	0.837	0.623
557.250	12.631	0.837	0.624
557.260	12.618	0.837	0.625
557.270	12.607	0.837	0.626
557.280	12.595	0.838	0.627
557.290	12.584	0.838	0.628
557.300	12.572	0.838	0.629
557.310	12.558	0.838	0.629
557.320	12.541	0.839	0.630
557.330	12.521	0.839	0.631
557.340	12.498	0.839	0.631
557.350	12.471	0.839	0.632
557.360	12.441	0.839	0.632
557.370	12.408	0.839	0.633
557.380	12.373	0.840	0.633
557.390	12.338	0.840	0.634
557.400	12.302	0.840	0.634
557.410	12.268	0.840	0.634
557.420	12.236	0.840	0.634
557.430	12.206	0.839	0.634
557.440	12.180	0.839	0.634
557.450	12.158	0.839	0.634
557.460	12.139	0.839	0.634
557.470	12.125	0.839	0.634
557.480	12.115	0.838	0.634
557.490	12.109	0.838	0.634
557.500	12.107	0.837	0.634
557.510	12.108	0.837	0.633
557.520	12.113	0.836	0.633
557.530	12.121	0.836	0.633
557.540	12.131	0.835	0.632
557.550	12.143	0.834	0.632
557.560	12.157	0.833	0.631
557.570	12.172	0.833	0.630
557.580	12.188	0.832	0.630
557.590	12.203	0.831	0.629
557.600	12.218	0.830	0.628
557.610	12.232	0.829	0.627
557.620	12.244	0.829	0.626
557.630	12.254	0.828	0.625
557.640	12.263	0.827	0.624
557.650	12.269	0.826	0.623
557.660	12.274	0.825	0.622
557.670	12.278	0.824	0.621
557.680	12.281	0.824	0.620
557.690	12.283	0.823	0.618
557.700	12.286	0.822	0.617
557.710	12.290	0.821	0.616
557.720	12.295	0.821	0.614
557.730	12.300	0.820	0.613
557.740	12.306	0.819	0.611
557.750	12.312	0.819	0.610
557.760	12.317	0.818	0.608
557.770	12.320	0.818	0.606
557.780	12.321	0.817	0.604
557.790	12.319	0.817	0.603
557.800	12.312	0.816	0.601
557.810	12.299	0.816	0.599
557.820	12.281	0.815	0.597
557.830	12.257	0.815	0.595
557.840	12.228	0.815	0.593
557.850	12.194	0.814	0.591
557.860	12.158	0.814	0.589
557.870	12.120	0.814	0.587
557.880	12.082	0.813	0.584
557.890	12.048	0.813	0.582
557.900	12.018	0.813	0.580
557.910	11.996	0.812	0.577
557.920	11.983	0.812	0.575
557.930	11.981	0.811	0.573
557.940	11.990	0.811	0.570
557.950	12.012	0.811	0.568
557.960	12.046	0.810	0.565
557.970	12.090	0.810	0.562
557.980	12.145	0.809	0.560
557.990	12.207	0.809	0.557
558.000	12.275	0.809	0.554
558.010	12.345	0.808	0.552
558.020	12.414	0.808	0.549
558.030	12.481	0.808	0.546
558.040	12.542	0.808	0.543
558.050	12.595	0.808	0.540
558.060	12.638	0.808	0.537
558.070	12.670	0.808	0.534
558.080	12.692	0.808	0.531
558.090	12.703	0.808	0.528
558.100	12.704	0.809	0.525
558.110	12.697	0.809	0.522
558.120	12.684	0.810	0.519
558.130	12.666	0.811	0.516
558.140	12.646	0.812	0.513
558.150	12.626	0.812	0.510
558.160	12.607	0.813	0.507
558.170	12.590	0.814	0.503
558.180	12.578	0.815	0.500
558.190	12.569	0.817	0.497
558.200	12.564	0.818	0.494
558.210	12.564	0.819	0.490
558.220	12.566	0.820	0.487
558.230	12.571	0.822	0.484
558.240	12.578	0.823	0.480
558.250	12.586	0.824	0.477
558.260	12.595	0.826	0.474
558.270	12.605	0.827	0.470
558.280	12.615	0.828	0.467
558.290	12.627	0.830	0.463
558.300	12.639	0.831	0.460
558.310	12.654	0.833	0.457
558.320	12.670	0.834	0.453
558.330	12.688	0.836	0.450
558.340	12.706	0.838	0.446
558.350	12.725	0.839	0.443
558.360	12.742	0.841	0.439
558.370	12.756	0.842	0.436
558.380	12.766	0.844	0.433
558.390	12.769	0.846	0.429
558.400	12.763	0.847	0.426
558.410	12.749	0.849	0.422
558.420	12.724	0.851	0.419
558.430	12.690	0.852	0.415
558.440	12.648	0.854	0.412
558.450	12.598	0.856	0.409
558.460	12.544	0.857	0.405
558.470	12.489	0.859	0.402
558.480	12.436	0.860	0.399
558.490	12.387	0.862	0.395
558.500	12.346	0.863	0.392
558.510	12.316	0.864	0.389
558.520	12.296	0.865	0.385
558.530	12.288	0.866	0.382
558.540	12.292	0.867	0.379
558.550	12.304	0.868	0.376
558.560	12.323	0.869	0.372
558.570	12.347	0.869	0.369
558.580	12.371	0.870	0.366
558.590	12.392	0.870	0.363
558.600	12.409	0.870	0.360
558.610	12.418	0.870	0.357
558.620	12.420	0.871	0.354
558.630	12.414	0.871	0.351
558.640	12.400	0.870	0.348
558.650	12.383	0.870	0.345
558.660	12.363	0.870	0.342
558.670	12.344	0.870	0.339
558.680	12.329	0.869	0.336
558.690	12.320	0.869	0.333
558.700	12.320	0.868	0.330
558.710	12.330	0.867	0.328
558.720	12.350	0.866	0.325
558.730	12.379	0.865	0.322
558.740	12.414	0.864	0.319
558.750	12.454	0.863	0.317
558.760	12.495	0.862	0.314
558.770	12.534	0.861	0.312
558.780	12.568	0.860	0.309
558.790	12.594	0.858	0.307
558.800	12.611	0.857	0.304
558.810	12.618	0.856	0.302
558.820	12.616	0.854	0.299
558.830	12.605	0.853	0.297
558.840	12.589	0.851	0.295
558.850	12.569	0.850	0.293
558.860	12.549	0.848	0.290
558.870	12.530	0.847	0.288
558.880	12.515	0.845	0.286
558.890	12.506	0.843	0.284
558.900	12.502	0.842	0.282
558.910	12.504	0.840	0.280
558.920	12.510	0.838	0.278
558.930	12.518	0.836	0.276
558.940	12.525	0.835	0.275
558.950	12.530	0.833	0.273
558.960	12.530	0.831	0.271
558.970	12.524	0.829	0.269
558.980	12.511	0.827	0.268
558.990	12.491	0.825	0.266
559.000	12.467	0.824	0.264
559.010	12.439	0.822	0.263
559.020	12.411	0.820	0.261
559.030	12.387	0.818	0.260
559.040	12.369	0.816	0.259
559.050	12.361	0.813	0.257
559.060	12.366	0.811	0.256
559.070	12.384	0.809	0.255
559.080	12.416	0.807	0.254
559.090	12.461	0.805	0.252
559.100	12.515	0.803	0.251
559.110	12.575	0.801	0.250
559.120	12.638	0.799	0.249
559.130	12.697	0.797	0.248
559.140	12.749	0.795	0.247
559.150	12.789	0.793	0.246
559.160	12.814	0.791	0.246
559.170	12.822	0.789	0.245
559.180	12.813	0.787	0.244
559.190	12.788	0.785	0.243
559.200	12.748	0.784	0.243
559.210	12.700	0.782	0.242
559.220	12.646	0.781	0.242
559.230	12.594	0.779	0.241
559.240	12.547	0.778	0.241
559.250	12.512	0.776	0.240
559.260	12.492	0.775	0.240
559.270	12.491	0.774	0.240
559.280	12.508	0.772	0.239
559.290	12.544	0.771	0.239
559.300	12.597	0.770	0.239
559.310	12.662	0.768	0.239
559.320	12.734	0.767	0.239
559.330	12.808	0.766	0.239
559.340	12.878	0.765	0.239
559.350	12.938	0.764	0.239
559.360	12.983	0.763	0.239
559.370	13.010	0.763	0.239
559.380	13.016	0.762	0.239
559.390	13.000	0.761	0.239
559.400	12.964	0.761	0.240
559.410	12.912	0.760	0.240
559.420	12.846	0.760	0.240
559.430	12.773	0.760	0.241
559.440	12.699	0.760	0.241
